CNPJ,nome fantasia,razao social,Nome contato,Setor,Atividade (CNAE),Endereço,Número,Bairro,Cidade,UF,CEP,PORTE,Fundação,Capital Social,MEI,Simples,Origem,Site,email,telefone,socio
06159751000131,CWA CONSULTORIA,CWA SERVICOS DE CONSULTORIA E REPRESENTACOES COMERCIAIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CELITO ANTONIO CLASEN,111,N. S. ROSARIO,SAO JOSE,SC,88110627,Micro Empresa,18/03/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  3467102,"CLEODON WALTER ADOLPH (Sócio-Administrador),REINALDO ADOLPH (SÓCIO/ADMINISTRADOR)"
22499351000121,RIO BELO SERVICOS E DISTRIBUIDORA DE PRODUTOS,FERNANDO TEZZA DORIGON,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LEITE RIBEIRO,S/N,RIO BELO,ORLEANS,SC,88870000,Micro Empresa,21/05/2015,"20.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,alvescontabil@terra.com.br,48  34660950,
04063936000112,,MRV ASSESSORIA EM GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",ESTRADA GERAL,5001,SAO MARTINHO,SIDEROPOLIS,SC,88860000,Micro Empresa,25/09/2000,"30.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  34627845,"ANDERSON DA SILVA MARAVAI (Sócio-Administrador),CLAUDIA ROSA ALVES MARAVAI (SÓCIO/ADMINISTRADOR)"
22036379000122,PLUG PEOPLE CONSULTORIA,L&L CONSULTORIA E TREINAMENTO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO PESSOA,516,CENTRO,CRICIUMA,SC,88801530,Micro Empresa,12/03/2015,"40.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,marloncrc@yahoo.com.br,48  34422578,"LEANDRO DA SILVA MEDEIROS (Titular Pessoa Física Residente Ou Domiciliado No Brasil),LUCIANE DE ANDRADE GOULART MEDEIROS (Titular Pessoa Física Residente Ou Domiciliado No Brasil)"
24639910000187,,NVJ - CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",ESTRADA FORQUILHA,S/N,INTERIOR,TREVISO,SC,88862000,Micro Empresa,20/04/2016,"6.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,vanio.joaquim@hotmail.com,48  34387251,"NILCEIA MARTINS JOAQUIM (Sócio-Administrador),VENDELINO JOAQUIM (SÓCIO/ADMINISTRADOR)"
09388785000196,SOUCAT CONSULTORIA LTDA,SOUZA ASSESSORIA E CONSULTORIA ADMINISTRATIVA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MELVIN JONES,150,COMERCIARIO,CRICIUMA,SC,88802230,Micro Empresa,29/02/2008,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  34377736,GISELE MARINHO DE SOUZA (SÓCIO/ADMINISTRADOR)
02243917000142,NTCOM COMUNICACAO E EDITORA,NTCOM COMUNICACAO E EDITORA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ARTUR SOUZA,291,COMERCIARIO,CRICIUMA,SC,88802410,Micro Empresa,05/11/1997,"50.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  34377267,"ANA SOFIA SCHUSTER (Sócio-Administrador),LUIS EMILIO PEREIRA ATHANASIO (SÓCIO/ADMINISTRADOR)"
01616790000105,,"PROCCEX - PROJETOS, CONSULTORIA E COMERCIO EXTERIOR LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PEDRO RODRIGUES LOPES,258,COMERCIARIO,CRICIUMA,SC,88802465,Micro Empresa,20/11/1996,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  34372595,"CESAR AUGUSTO REINALDO (Sócio-Administrador),GILBERTO JOSE REINALDO (SÓCIO/ADMINISTRADOR)"
04886488000157,,ECCO ASSESSORIA EMPRESARIAL S/S,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA ALEXANDRE BELOLI,1100,PRIMEIRA LINHA,CRICIUMA,SC,88816500,Micro Empresa,04/02/2002,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,vscontcontabil@engeplus.com.br,48  34371972,ADEMAR JOSE SABADIN (SÓCIO/ADMINISTRADOR)
06029742000126,,SUL COLOR REPRESENTACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MANOEL AGOSTINHO DA SILVA,188,SANTA AUGUSTA,CRICIUMA,SC,88805410,Micro Empresa,11/11/2003,"5.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  34370571,"JUARES CARMELINDO CARDOSO (Sócio-Administrador),JULIANO DIAS FIRMINO (Sócio-Administrador)"
07208223000198,,JOCASO CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JORGE MENEGHEL,131,ESTACAO COCAL,MORRO DA FUMACA,SC,88835000,Micro Empresa,10/02/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  34341303,"NATAN FELIPE SOUZA (SÓCIO/ADMINISTRADOR),PAULINE LUCIANE SOUZA DE ROCCHI (SÓCIO/ADMINISTRADOR)"
23364713000130,RZ IDEIAS,RZ IDEIAS CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NATAL PERUCHI,105,PROSPERA,CRICIUMA,SC,88811721,Micro Empresa,28/09/2015,"994.500,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,rzideiasconsultoria@gmail.com,48  34338569,"CHRISTINE SIVIERO DE SOUZA (Titular Pessoa Física Residente Ou Domiciliado No Brasil),FILIPE SIVIERO DE SOUZA (Titular Pessoa Física Residente Ou Domiciliado No Brasil),ROSELENA SIVIERO DE SOUZA (Titular Pessoa Física Residente Ou Domiciliado No Brasil)"
01758692000102,MGM CONSULTORES,MGM-CONSULTORIA E ASSESSORIA TECNICA NAS AREAS DA SAUDE PUBLICA E AMBIENTAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA SEBASTIAO HUMBERTO PIERI,216,OPERARIA NOVA,CRICIUMA,SC,88809180,Micro Empresa,31/03/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,mmfeltri@terra.com.br,48  34337724,"ADJALMA MASTELLA (Titular Pessoa Física Residente Ou Domiciliado No Brasil),ROSEMERE GONCALVES MASTELLA (Titular Pessoa Física Residente Ou Domiciliado No Brasil),VAGNER GONCALVES MASTELLA (Titular Pessoa Física Residente Ou Domiciliado No Brasil)"
06162634000127,,ARES ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CORONEL PEDRO BENEDET,225,CENTRO,CRICIUMA,SC,88801250,Micro Empresa,17/03/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  34336400,
00796398000114,,ACBAN REPRESENTACAO ASSESSORIA E COBRANCA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CEL. PEDRO BENEDET,225,CENTRO,CRICIUMA,SC,88801250,Médio/Grande Porte,21/08/1995,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contnasc@hotmail.com,48  34336400,"DIANAREL SOCIEDADE ANONIMA (Titular Pessoa Física Residente Ou Domiciliado No Brasil),PINERLAN SOCIEDADE ANONIMA (Titular Pessoa Física Residente Ou Domiciliado No Brasil)"
07114182000170,LHD,LHD ASSESSORIA ECONOMICO-FISCAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA GETULIO VARGAS,485,CENTRO,CRICIUMA,SC,88801500,Pequeno Porte,30/11/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,fdmcontabil@terra.com.br,48  34332440,"ALCIDES JOSE PIROLLA (Sócio-Administrador),DONATO DA BOIT (Sócio-Administrador),LUIZ DE NONI (Sócio-Administrador)"
11368996000109,MERCONEGOCIOS S/A INTERMEDIACAO DE NEGOCIOS,MERCONEGOCIOS S/A INTERMEDIACAO DE NEGOCIOS,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CEL PEDRO BENEDET,190,CENTRO,CRICIUMA,SC,88801250,Médio/Grande Porte,26/11/2009,"350.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,ssg@cecrisa.com.br,48  34316137,"MONICA PAMELA STERNBERG GONZALEZ MELLER (Titular Pessoa Física Residente Ou Domiciliado No Brasil),SCHAJE SANTIAGO STERNBERG GUINEZ (Titular Pessoa Física Residente Ou Domiciliado No Brasil)"
13335303000107,GOLDENSUL CONSULTORIA EMPRESARIAL,MARCOS BARBOSA REBELLO & CIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MELVIN JONES,80,COMERCIARIO,CRICIUMA,SC,88802230,Micro Empresa,03/03/2011,"1.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,marcos@atualcontabil.com.br,48  34137050,"DEBORA CARDOSO TEIXEIRA (Sócio-Administrador),MARCOS BARBOSA REBELLO (Sócio-Administrador)"
07069113000192,B2B CONSULTORIA,B2B CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MARTINHO LUTERO,207,PINHEIRINHO,CRICIUMA,SC,88804470,Micro Empresa,28/10/2004,"15.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  34135999,"GABRIELA FUCHTER JUNKES ROBERGE (Sócio-Administrador),REGINA NUNES ROBERGE (SÓCIO/ADMINISTRADOR)"
05908609000187,,J. LEAL CONSULTORIA E PROJETOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO PESSOA,45,CENTRO,CRICIUMA,SC,88801530,Micro Empresa,25/09/2003,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,j.lealconsultoriaeprojetos@hotmail.com,48  34116684,"FABIO MARTINS LEAL (Titular Pessoa Física Residente Ou Domiciliado No Brasil),LUIZ JORGE LEAL (Titular Pessoa Física Residente Ou Domiciliado No Brasil)"
03159287000195,AUDI,MARCOS LUIZ VOLPATO,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA ATILIO PEDRO PAGANI,115,PASSA VINTE,PALHOCA,SC,88132149,Micro Empresa,19/05/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,mlvolpato@terra.com.br,48  33748006,
22780208000103,R&V ASSESSORIA EMPRESARIAL LTDA,R&V ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DEPUTADO ANTONIO EDU VIEIRA,1798,PANTANAL,FLORIANOPOLIS,SC,88040001,Micro Empresa,02/07/2015,"1.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  33717600,"CLAUDIO BRESSAN VIEIRA (Sócio-Administrador),LUCIANA ROHDE (SÓCIO/ADMINISTRADOR)"
22771838000111,LSL CONSULTORIA LTDA,LSL CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MADRE MARIA VILAC,604,CANASVIEIRAS,FLORIANOPOLIS,SC,88054000,Micro Empresa,30/06/2015,"1.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  33717600,"LEOPOLDO SCHIPMANN DE LIMA (Sócio-Administrador),TAIZA SCHIPMANN DE LIMA (SÓCIO/ADMINISTRADOR)"
20965775000109,BIC CONSULTING,BIC ADMINISTRACAO E CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA DESEMBARGADOR VITOR LIMA,260,TRINDADE,FLORIANOPOLIS,SC,88040400,Micro Empresa,03/09/2014,"1.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  33717600,"FABRIZIA DE CAMPOS FERRAZ (SÓCIO/ADMINISTRADOR),LUIS GUSTAVO RIBEIRO DE AMORIM SANTOS (Sócio-Administrador)"
03531492000130,,QUALITY CAPITAL - CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA JORNALISTA MAURICIO SIROTSKY SOBRINHO,5960,JURERE,FLORIANOPOLIS,SC,88053701,Micro Empresa,27/10/1999,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,retzem@conesul.com.br,48  33690442,JOAO CARLOS BIACCHI (Sócio-Administrador)
24766380000138,,JH CONSULTORIA EM GESTAO EMPRESARIAL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA GILSON DA COSTA XAVIER,3072,SAMBAQUI,FLORIANOPOLIS,SC,88051000,Micro Empresa,10/05/2016,"88.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  33653062,JAMES EDMUND HODSON (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
24648896000188,D TALHE CONSULTORIA EMPRESARIAL,DS CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ELIZABETE SOUZA,64,PRAIA DO SONHO,PALHOCA,SC,88139128,Micro Empresa,20/04/2016,"5.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,dtalheconsultoria@gmail.com,48  33575810,"DAGMAR MERCEDES FERREIRA DE SOUZA (Sócio-Administrador),JULIANA RIGHI NETTO DOS REYS (SÓCIO/ADMINISTRADOR)"
05766382000182,,PROJETA PLANEJAMENTO E MARKETING LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PROFESSOR AYRTON ROBERTO DE OLIVEIRA,64,ITACORUBI,FLORIANOPOLIS,SC,88034050,Micro Empresa,08/07/2003,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,attiva@attiva.cnt.br,48  33481600,"CLARISSA ISER (Sócio-Administrador),CLEO CESAR DOS SANTOS (SÓCIO/ADMINISTRADOR)"
10982036000171,SUPPORT ASSESSORIA E TREINAMENTO,SUPPORT ASSESSORIA E TREINAMENTO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",SERVIDÃO OSTACIO FERNANDO DA SILVA,123,INGLESES,FLORIANOPOLIS,SC,88058181,Micro Empresa,23/07/2009,"5.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,attivacontab@terra.com.br,48  33481600,"MAURICIO BRANCO BIAZUS (SÓCIO/ADMINISTRADOR),MERI DE OLIVEIRA BRANCO (Sócio-Administrador)"
10291743000111,PRIME TRADING,PRIME TRADING LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ANTONIO PRIMO COSTA,S/Nº,CAMBOA,GOVERNADOR CELSO RAMOS,SC,88190000,Médio/Grande Porte,19/08/2008,"200.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  33469134,"ACHILLES BALSINI (Sócio-Administrador),MENTORY PARTICIPACOES LTDA (SÓCIO/ADMINISTRADOR)"
23878078000109,,TRONCAL - CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DOUTOR HEITOR BLUM,230,ESTREITO,FLORIANOPOLIS,SC,88075110,Médio/Grande Porte,22/12/2015,"81.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  33432003,"FERNANDA FIORESE PHILIPPI (SÓCIO/ADMINISTRADOR),GUILHERME FIORESE PHILIPPI (Sócio-Administrador),JOSE ANTONIO PHILIPPI (Administrador),MARINA MARIA FIORESE PHILIPPI (SÓCIO/ADMINISTRADOR)"
07119596000192,,VR - CONSULTORIA E GESTAO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DOS CAMBUATAS,570,JURERE,FLORIANOPOLIS,SC,88053525,Micro Empresa,03/12/2004,"6.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,mdpmoritz@yahoo.com.br,48  33383727,"MARIA DELICIA PEREIRA MORITZ (Sócio-Administrador),RICARDO MORITZ (SÓCIO/ADMINISTRADOR),RICARDO MORITZ JUNIOR (SÓCIO/ADMINISTRADOR),VANESSA MORITZ (SÓCIO/ADMINISTRADOR)"
02199436000187,NORTIA CONSULTORES ASSOCIADOS,NORTIA CONSULTORES ASSOCIADOS S.S,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JORNALISTA MANOEL MENEZES,115,ITACORUBI,FLORIANOPOLIS,SC,88034060,Médio/Grande Porte,29/10/1997,"149.500,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,48  33383560,NOEMIA OGASAWARA YUKI (SÓCIO/ADMINISTRADOR)
05055214000189,CONCEITO - CONSULTORIA E GESTAO EMPRESARIAL,CONCEITO - CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA SC 401,1245,JOO PAULO,FLORIANOPOLIS,SC,88030000,Micro Empresa,08/05/2002,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,gerencia@ativaservicos.net,48  33348220,"CLAUDIO AVILA DA SILVA JUNIOR (SÓCIO/ADMINISTRADOR),FLAVIA NETTO DE CAMPOS DA SILVA (SÓCIO/ADMINISTRADOR),MARIA IZABEL AVILA DA SILVA CARIONI (SÓCIO/ADMINISTRADOR)"
24155032000124,GRUPO GOLD,CAP ASSESSORIA E CADASTRO EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA TENENTE SILVEIRA,293,CENTRO,FLORIANOPOLIS,SC,88010301,Micro Empresa,11/02/2016,"99.800,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),grupogold.com.br,financeiro@grupogold.com.br,48  33220800,GIOVANNA LEITE CAPELLO (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
08678960000117,RK IMPORT,RKIMPORT IMPORTACAO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ANITA GARIBALDI,77,CENTRO,FLORIANOPOLIS,SC,88010500,Médio/Grande Porte,06/03/2007,"21.500,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),rkimport.com.br,"adm@rkimport.com.br,contato@rkimport.com.br,comercial@rkimport.com.br",48  33070509,"AMPLICE EMPREENDIMENTOS E PARTICIPACOES LTDA (Titular Pessoa Física Residente Ou Domiciliado No Brasil),DANIEL MONTAGNER SOARES SILVA (Titular Pessoa Física Residente Ou Domiciliado No Brasil),KARIME ELIZABETE BOZZA GALLOTTI PEIXOTO (Titular Pessoa Física Residente Ou Domiciliado No Brasil),RAFAEL GALLOTTI PEIXOTO (Sócio-Administrador)"
24342576000103,M X M INVESTIMENTOS,MALCON MAURICIO MOREIRA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAGA,3126,RIO TAVARES,FLORIANOPOLIS,SC,88048301,Micro Empresa,09/03/2016,"25.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,malcon.moreira@gmail.com,48  33047236,
08270477000107,,GOUVEA SERVICOS EM CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA VICTOR MEIRELES,600,CAMPINASW,SAO JOSE,SC,88101170,Micro Empresa,04/09/2006,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  32819561,"CARINA DA SILVA ARAUJO (SÓCIO/ADMINISTRADOR),MARCELO DE BRITO GOUVEA (Sócio-Administrador)"
12013957000151,NX CONSULTORIA,NX CONSULT & ASSOCIADOS EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",PRACA PEREIRA OLIVEIRA,64,CENTRO,FLORIANOPOLIS,SC,88010540,Pequeno Porte,28/05/2010,"75.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contabilidade@intellectus.srv.br,48  32693501,MAURICIO VIANA NASCIMENTO (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
07242724000190,MARCHIORI CONSULTORIA E ACESSORIA EM GESTAO EMPRESARIAL,RODIMAR MARCHIORI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA FELIPE SCHMIDT,4987,PONTA FINA SUL,NOVA TRENTO,SC,88270000,Médio/Grande Porte,22/02/2005,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,ruberti@ruberticontab.com.br,48  32670053,
05873027000102,,CONSULTORIA CIENCIA ORGANIZACIONAL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NERI FRANCISCO DE CAMPOS,90,CENTRO,TIJUCAS,SC,88200000,Pequeno Porte,07/08/2003,"88.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  32630211,RONALDO TELLES (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
03164202000167,,R. CIMETTA CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA BARAO DO RIO BRANCO,77,CENTRO,BIGUACU,SC,88160120,Micro Empresa,20/05/1999,"2.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,48  32590143,RONALDO CIMETTA (Sócio-Administrador)
